fecha_utc,hora_utc,fecha_local,hora_local,tipo_evento,descripcion,elevacion,azimut,planeta1,planeta2,posicion1,posicion2,tipo_aspecto,orbe,es_aplicativo,harmony,signo,grado,posicion
2024-02-14,15:02,2024-02-14,12:02,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2024-02-16,16:05,2024-02-16,13:05,Ingreso a Signo,Venus ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
2024-02-16,19:39,2024-02-16,16:39,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-02-17,03:52,2024-02-17,00:52,Aspecto,Mercurio en Cuadratura con Urano,,,Mercurio,Urano,19°16' Acuario,19°16' Tauro,Cuadratura,0.00°,No,Tensión,,,
2024-02-17,08:48,2024-02-17,05:48,Aspecto,Venus en Conjunción con Plutón,,,Venus,Plutón,0°51' Acuario,0°51' Acuario,Conjunción,0.00°,No,Neutro,,,
2024-02-19,03:24,2024-02-19,00:24,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2024-02-19,04:13,2024-02-19,01:13,Ingreso a Signo,Sol ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2024-02-21,13:40,2024-02-21,10:40,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2024-02-22,07:14,2024-02-22,04:14,Aspecto,Venus en Conjunción con Marte,,,Venus,Marte,6°57' Acuario,6°57' Acuario,Conjunción,0.00°,No,Neutro,,,
2024-02-23,07:28,2024-02-23,04:28,Ingreso a Signo,Mercurio ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2024-02-24,01:37,2024-02-23,22:37,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2024-02-24,12:30,2024-02-24,09:30,Luna Llena,Luna llena en Virgo 5.38°,-36.2°,260.5°,,,,,,,,,Virgo,5.38°,5°23' Virgo
2024-02-25,04:01,2024-02-25,01:01,Aspecto,Venus en Cuadratura con Júpiter,,,Venus,Júpiter,10°30' Acuario,10°30' Tauro,Cuadratura,0.00°,No,Tensión,,,
2024-02-26,14:29,2024-02-26,11:29,Ingreso a Signo,Luna ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2024-02-27,08:29,2024-02-27,05:29,Aspecto,Marte en Cuadratura con Júpiter,,,Marte,Júpiter,10°52' Acuario,10°52' Tauro,Cuadratura,0.00°,No,Tensión,,,
2024-02-28,08:42,2024-02-28,05:42,Aspecto,Sol en Conjunción con Mercurio,,,Sol,Mercurio,9°14' Piscis,9°14' Piscis,Conjunción,0.00°,No,Neutro,,,
2024-02-28,15:07,2024-02-28,12:07,Aspecto,Mercurio en Conjunción con Saturno,,,Mercurio,Saturno,9°44' Piscis,9°44' Piscis,Conjunción,0.00°,No,Neutro,,,
2024-02-28,21:25,2024-02-28,18:25,Aspecto,Sol en Conjunción con Saturno,,,Sol,Saturno,9°46' Piscis,9°46' Piscis,Conjunción,0.00°,No,Neutro,,,
2024-02-29,03:09,2024-02-29,00:09,Ingreso a Signo,Luna ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2024-02-29,09:53,2024-02-29,06:53,Aspecto,Mercurio en Sextil con Júpiter,,,Mercurio,Júpiter,11°12' Piscis,11°12' Tauro,Sextil,0.00°,No,Armónico,,,
2024-03-01,12:14,2024-03-01,09:14,Aspecto,Sol en Sextil con Júpiter,,,Sol,Júpiter,11°24' Piscis,11°24' Tauro,Sextil,0.00°,No,Armónico,,,
2024-03-02,13:56,2024-03-02,10:56,Ingreso a Signo,Luna ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2024-03-03,13:17,2024-03-03,10:17,Aspecto,Venus en Cuadratura con Urano,,,Venus,Urano,19°39' Acuario,19°39' Tauro,Cuadratura,0.00°,No,Tensión,,,
2024-03-04,20:23,2024-03-04,17:23,Aspecto,Mercurio en Sextil con Urano,,,Mercurio,Urano,19°41' Piscis,19°41' Tauro,Sextil,0.00°,No,Armónico,,,
2024-03-04,21:15,2024-03-04,18:15,Ingreso a Signo,Luna ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2024-03-07,00:38,2024-03-06,21:38,Ingreso a Signo,Luna ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
2024-03-08,15:06,2024-03-08,12:06,Aspecto,Mercurio en Conjunción con Neptuno,,,Mercurio,Neptuno,27°01' Piscis,27°01' Piscis,Conjunción,0.00°,No,Neutro,,,
2024-03-09,01:03,2024-03-08,22:03,Ingreso a Signo,Luna ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2024-03-09,22:55,2024-03-09,19:55,Aspecto,Marte en Cuadratura con Urano,,,Marte,Urano,19°51' Acuario,19°51' Tauro,Cuadratura,0.00°,No,Tensión,,,
2024-03-09,23:01,2024-03-09,20:01,Aspecto,Sol en Sextil con Urano,,,Sol,Urano,19°51' Piscis,19°51' Tauro,Sextil,0.00°,No,Armónico,,,
2024-03-10,04:02,2024-03-10,01:02,Ingreso a Signo,Mercurio ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2024-03-10,09:00,2024-03-10,06:00,Luna Nueva,Luna nueva en Piscis 20.28°,-10.8°,102.4°,,,,,,,,,Piscis,20.28°,20°16' Piscis
2024-03-10,22:20,2024-03-10,19:20,Aspecto,Mercurio en Sextil con Plutón,,,Mercurio,Plutón,1°27' Aries,1°27' Acuario,Sextil,0.00°,No,Armónico,,,
2024-03-11,00:19,2024-03-10,21:19,Ingreso a Signo,Luna ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2024-03-11,21:50,2024-03-11,18:50,Ingreso a Signo,Venus ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2024-03-13,00:28,2024-03-12,21:28,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2024-03-15,03:15,2024-03-15,00:15,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-03-17,09:40,2024-03-17,06:40,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2024-03-17,11:22,2024-03-17,08:22,Aspecto,Sol en Conjunción con Neptuno,,,Sol,Neptuno,27°21' Piscis,27°21' Piscis,Conjunción,0.00°,No,Neutro,,,
2024-03-19,19:32,2024-03-19,16:32,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2024-03-20,03:06,2024-03-20,00:06,Ingreso a Signo,Sol ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2024-03-21,20:02,2024-03-21,17:02,Aspecto,Sol en Sextil con Plutón,,,Sol,Plutón,1°41' Aries,1°41' Acuario,Sextil,0.00°,No,Armónico,,,
2024-03-21,23:09,2024-03-21,20:09,Aspecto,Venus en Conjunción con Saturno,,,Venus,Saturno,12°26' Piscis,12°26' Piscis,Conjunción,0.00°,No,Neutro,,,
2024-03-22,07:41,2024-03-22,04:41,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2024-03-22,23:47,2024-03-22,20:47,Ingreso a Signo,Marte ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2024-03-24,16:36,2024-03-24,13:36,Aspecto,Venus en Sextil con Júpiter,,,Venus,Júpiter,15°48' Piscis,15°48' Tauro,Sextil,0.00°,No,Armónico,,,
2024-03-24,20:37,2024-03-24,17:37,Ingreso a Signo,Luna ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2024-03-25,07:00,2024-03-25,04:00,Luna Llena,Luna llena en Libra 5.12°,35.9°,298.8°,,,,,,,,,Libra,5.12°,5°07' Libra
2024-03-27,09:02,2024-03-27,06:02,Ingreso a Signo,Luna ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2024-03-28,13:58,2024-03-28,10:58,Aspecto,Venus en Sextil con Urano,,,Venus,Urano,20°37' Piscis,20°37' Tauro,Sextil,0.00°,No,Armónico,,,
2024-03-29,19:51,2024-03-29,16:51,Ingreso a Signo,Luna ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2024-04-01,04:05,2024-04-01,01:05,Ingreso a Signo,Luna ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2024-04-01,21:44,2024-04-01,18:44,Inicio Retrogradación,Mercurio inicia retrogradación en 27°13' Aries,,,,,,,,,,,,,
2024-04-03,09:07,2024-04-03,06:07,Ingreso a Signo,Luna ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
2024-04-03,13:10,2024-04-03,10:10,Aspecto,Venus en Conjunción con Neptuno,,,Venus,Neptuno,28°00' Piscis,28°00' Piscis,Conjunción,0.00°,No,Neutro,,,
2024-04-05,04:00,2024-04-05,01:00,Ingreso a Signo,Venus ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2024-04-05,11:12,2024-04-05,08:12,Ingreso a Signo,Luna ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2024-04-06,17:45,2024-04-06,14:45,Aspecto,Venus en Sextil con Plutón,,,Venus,Plutón,1°56' Aries,1°56' Acuario,Sextil,0.00°,No,Armónico,,,
2024-04-07,11:24,2024-04-07,08:24,Ingreso a Signo,Luna ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2024-04-08,18:20,2024-04-08,15:20,Luna Nueva,Luna nueva en Aries 19.40°,35.6°,313.7°,,,,,,,,,Aries,19.40°,19°24' Aries
2024-04-08,18:20,2024-04-08,15:20,Eclipse Solar,Eclipse Solar Total en Aries 19.40° (distancia al nodo: 3.8°),35.6°,313.7°,,,,,,,,,Aries,19.40°,19°24' Aries
2024-04-09,11:23,2024-04-09,08:23,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2024-04-10,20:36,2024-04-10,17:36,Aspecto,Marte en Conjunción con Saturno,,,Marte,Saturno,14°40' Piscis,14°40' Piscis,Conjunción,0.00°,No,Neutro,,,
2024-04-11,12:58,2024-04-11,09:58,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-04-11,23:02,2024-04-11,20:02,Aspecto,Sol en Conjunción con Mercurio,,,Sol,Mercurio,22°32' Aries,22°32' Aries,Conjunción,0.00°,No,Neutro,,,
2024-04-13,17:44,2024-04-13,14:44,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2024-04-16,02:23,2024-04-15,23:23,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2024-04-18,14:10,2024-04-18,11:10,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2024-04-19,08:59,2024-04-19,05:59,Aspecto,Mercurio en Conjunción con Venus,,,Mercurio,Venus,17°32' Aries,17°32' Aries,Conjunción,0.00°,No,Neutro,,,
2024-04-19,13:59,2024-04-19,10:59,Ingreso a Signo,Sol ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2024-04-19,15:28,2024-04-19,12:28,Aspecto,Marte en Sextil con Júpiter,,,Marte,Júpiter,21°29' Piscis,21°29' Tauro,Sextil,0.00°,No,Armónico,,,
2024-04-19,23:55,2024-04-19,20:55,Aspecto,Marte en Sextil con Urano,,,Marte,Urano,21°46' Piscis,21°46' Tauro,Sextil,0.00°,No,Armónico,,,
2024-04-21,02:26,2024-04-20,23:26,Aspecto,Júpiter en Conjunción con Urano,,,Júpiter,Urano,21°49' Tauro,21°49' Tauro,Conjunción,0.00°,No,Neutro,,,
2024-04-21,03:08,2024-04-21,00:08,Ingreso a Signo,Luna ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2024-04-21,14:30,2024-04-21,11:30,Aspecto,Júpiter en Conjunción con Urano,,,Júpiter,Urano,21°56' Tauro,21°51' Tauro,Conjunción,0.09°,No,Neutro,,,
2024-04-21,17:01,2024-04-21,14:01,Aspecto,Sol en Cuadratura con Plutón,,,Sol,Plutón,2°04' Tauro,2°04' Acuario,Cuadratura,0.00°,No,Tensión,,,
2024-04-23,15:19,2024-04-23,12:19,Ingreso a Signo,Luna ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2024-04-23,23:48,2024-04-23,20:48,Luna Llena,Luna llena en Escorpio 4.30°,31.9°,85.5°,,,,,,,,,Escorpio,4.30°,4°17' Escorpio
2024-04-26,01:37,2024-04-25,22:37,Ingreso a Signo,Luna ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2024-04-28,09:37,2024-04-28,06:37,Ingreso a Signo,Luna ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2024-04-29,04:30,2024-04-29,01:30,Aspecto,Marte en Conjunción con Neptuno,,,Marte,Neptuno,28°52' Piscis,28°52' Piscis,Conjunción,0.00°,No,Neutro,,,
2024-04-29,11:31,2024-04-29,08:31,Ingreso a Signo,Venus ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2024-04-30,15:19,2024-04-30,12:19,Ingreso a Signo,Luna ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
2024-04-30,15:32,2024-04-30,12:32,Ingreso a Signo,Marte ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2024-05-01,04:29,2024-05-01,01:29,Aspecto,Venus en Cuadratura con Plutón,,,Venus,Plutón,2°06' Tauro,2°06' Acuario,Cuadratura,0.00°,No,Tensión,,,
2024-05-02,17:30,2024-05-02,14:30,Inicio Retrogradación,Plutón inicia retrogradación en 2°06' Acuario,,,,,,,,,,,,,
2024-05-02,18:51,2024-05-02,15:51,Ingreso a Signo,Luna ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2024-05-03,09:05,2024-05-03,06:05,Aspecto,Marte en Sextil con Plutón,,,Marte,Plutón,2°06' Aries,2°06' Acuario,Sextil,0.00°,No,Armónico,,,
2024-05-04,20:40,2024-05-04,17:40,Ingreso a Signo,Luna ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2024-05-06,21:42,2024-05-06,18:42,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2024-05-07,05:42,2024-05-07,02:42,Aspecto,Sol en Sextil con Saturno,,,Sol,Saturno,17°09' Tauro,17°09' Piscis,Sextil,0.00°,No,Armónico,,,
2024-05-08,03:21,2024-05-08,00:21,Luna Nueva,Luna nueva en Tauro 18.03°,-71.5°,201.8°,,,,,,,,,Tauro,18.03°,18°02' Tauro
2024-05-08,23:20,2024-05-08,20:20,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-05-11,03:13,2024-05-11,00:13,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2024-05-13,09:13,2024-05-13,06:13,Aspecto,Sol en Conjunción con Urano,,,Sol,Urano,23°06' Tauro,23°06' Tauro,Conjunción,0.00°,No,Neutro,,,
2024-05-13,10:36,2024-05-13,07:36,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2024-05-13,19:45,2024-05-13,16:45,Aspecto,Venus en Sextil con Saturno,,,Venus,Saturno,17°39' Tauro,17°39' Piscis,Sextil,0.00°,No,Armónico,,,
2024-05-15,17:05,2024-05-15,14:05,Ingreso a Signo,Mercurio ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2024-05-15,21:32,2024-05-15,18:32,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2024-05-17,07:43,2024-05-17,04:43,Aspecto,Mercurio en Cuadratura con Plutón,,,Mercurio,Plutón,2°03' Tauro,2°03' Acuario,Cuadratura,0.00°,No,Tensión,,,
2024-05-18,10:22,2024-05-18,07:22,Ingreso a Signo,Luna ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2024-05-18,11:40,2024-05-18,08:40,Aspecto,Venus en Conjunción con Urano,,,Venus,Urano,23°23' Tauro,23°23' Tauro,Conjunción,0.00°,No,Neutro,,,
2024-05-18,18:45,2024-05-18,15:45,Aspecto,Sol en Conjunción con Júpiter,,,Sol,Júpiter,28°18' Tauro,28°18' Tauro,Conjunción,0.00°,No,Neutro,,,
2024-05-19,22:45,2024-05-19,19:45,Aspecto,Sol en Sextil con Neptuno,,,Sol,Neptuno,29°25' Tauro,29°25' Piscis,Sextil,0.00°,No,Armónico,,,
2024-05-20,12:59,2024-05-20,09:59,Ingreso a Signo,Sol ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-05-20,22:34,2024-05-20,19:34,Ingreso a Signo,Luna ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2024-05-22,15:13,2024-05-22,12:13,Aspecto,Sol en Trígono con Plutón,,,Sol,Plutón,2°00' Géminis,2°00' Acuario,Trígono,0.00°,No,Armónico,,,
2024-05-23,08:24,2024-05-23,05:24,Ingreso a Signo,Luna ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2024-05-23,08:29,2024-05-23,05:29,Aspecto,Venus en Conjunción con Júpiter,,,Venus,Júpiter,29°23' Tauro,29°23' Tauro,Conjunción,0.00°,No,Neutro,,,
2024-05-23,10:50,2024-05-23,07:50,Aspecto,Venus en Sextil con Neptuno,,,Venus,Neptuno,29°30' Tauro,29°30' Piscis,Sextil,0.00°,No,Armónico,,,
2024-05-23,13:53,2024-05-23,10:53,Luna Llena,Luna llena en Sagitario 2.92°,-25.8°,208.7°,,,,,,,,,Sagitario,2.92°,2°55' Sagitario
2024-05-23,20:30,2024-05-23,17:30,Ingreso a Signo,Venus ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-05-23,21:44,2024-05-23,18:44,Aspecto,Júpiter en Sextil con Neptuno,,,Júpiter,Neptuno,29°30' Tauro,29°30' Piscis,Sextil,0.00°,No,Armónico,,,
2024-05-25,11:16,2024-05-25,08:16,Aspecto,Venus en Trígono con Plutón,,,Venus,Plutón,1°59' Géminis,1°59' Acuario,Trígono,0.00°,No,Armónico,,,
2024-05-25,15:35,2024-05-25,12:35,Ingreso a Signo,Luna ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2024-05-25,23:14,2024-05-25,20:14,Ingreso a Signo,Júpiter ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2024-05-27,20:44,2024-05-27,17:44,Ingreso a Signo,Luna ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
