fecha_utc,hora_utc,fecha_local,hora_local,tipo_evento,descripcion,elevacion,azimut,planeta1,planeta2,posicion1,posicion2,tipo_aspecto,orbe,es_aplicativo,harmony,signo,grado,posicion
2025-05-24,15:55,2025-05-24,12:55,Aspecto,Sol en Trígono con Plutón,,,Sol,Plutón,3°43' Géminis,3°43' Acuario,Trígono,0.00°,No,Armónico,,,
2025-05-24,17:38,2025-05-24,14:38,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2025-05-24,23:15,2025-05-24,20:15,Aspecto,Mercurio en Conjunción con Urano,,,Mercurio,Urano,27°42' Tauro,27°42' Tauro,Conjunción,0.00°,No,Neutro,,,
2025-05-25,03:35,2025-05-25,00:35,Ingreso a Signo,Saturno ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2025-05-26,00:59,2025-05-25,21:59,Ingreso a Signo,Mercurio ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2025-05-26,01:45,2025-05-25,22:45,Aspecto,Mercurio en Sextil con Saturno,,,Mercurio,Saturno,0°04' Géminis,0°04' Aries,Sextil,0.00°,No,Armónico,,,
2025-05-26,17:21,2025-05-26,14:21,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2025-05-26,20:37,2025-05-26,17:37,Aspecto,Mercurio en Sextil con Neptuno,,,Mercurio,Neptuno,1°46' Géminis,1°46' Aries,Sextil,0.00°,No,Armónico,,,
2025-05-27,03:02,2025-05-27,00:02,Luna Nueva,Luna nueva en Géminis 6.09°,-73.0°,222.0°,,,,,,,,,Géminis,6.09°,6°05' Géminis
2025-05-27,17:56,2025-05-27,14:56,Aspecto,Mercurio en Trígono con Plutón,,,Mercurio,Plutón,3°41' Géminis,3°41' Acuario,Trígono,0.00°,No,Armónico,,,
2025-05-28,17:32,2025-05-28,14:32,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2025-05-30,04:12,2025-05-30,01:12,Aspecto,Sol en Conjunción con Mercurio,,,Sol,Mercurio,9°01' Géminis,9°01' Géminis,Conjunción,0.00°,No,Neutro,,,
2025-05-30,20:16,2025-05-30,17:16,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2025-06-02,03:00,2025-06-02,00:00,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2025-06-04,13:38,2025-06-04,10:38,Ingreso a Signo,Luna ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2025-06-05,02:31,2025-06-04,23:31,Aspecto,Venus en Sextil con Júpiter,,,Venus,Júpiter,28°55' Aries,28°55' Géminis,Sextil,0.00°,No,Armónico,,,
2025-06-05,22:09,2025-06-05,19:09,Aspecto,Mercurio en Sextil con Marte,,,Mercurio,Marte,23°42' Géminis,23°42' Leo,Sextil,0.00°,No,Armónico,,,
2025-06-06,04:42,2025-06-06,01:42,Ingreso a Signo,Venus ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2025-06-07,02:22,2025-06-06,23:22,Ingreso a Signo,Luna ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2025-06-08,20:11,2025-06-08,17:11,Aspecto,Mercurio en Conjunción con Júpiter,,,Mercurio,Júpiter,29°45' Géminis,29°45' Géminis,Conjunción,0.00°,No,Neutro,,,
2025-06-08,22:58,2025-06-08,19:58,Ingreso a Signo,Mercurio ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2025-06-09,10:48,2025-06-09,07:48,Aspecto,Mercurio en Cuadratura con Saturno,,,Mercurio,Saturno,0°59' Cáncer,0°59' Aries,Cuadratura,0.00°,No,Tensión,,,
2025-06-09,14:55,2025-06-09,11:55,Ingreso a Signo,Luna ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2025-06-09,17:20,2025-06-09,14:20,Aspecto,Venus en Cuadratura con Plutón,,,Venus,Plutón,3°31' Tauro,3°31' Acuario,Cuadratura,0.00°,No,Tensión,,,
2025-06-09,21:02,2025-06-09,18:02,Ingreso a Signo,Júpiter ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2025-06-09,22:54,2025-06-09,19:54,Aspecto,Mercurio en Cuadratura con Neptuno,,,Mercurio,Neptuno,2°00' Cáncer,2°00' Aries,Cuadratura,0.00°,No,Tensión,,,
2025-06-11,07:43,2025-06-11,04:43,Luna Llena,Luna llena en Sagitario 20.65°,40.1°,260.7°,,,,,,,,,Sagitario,20.65°,20°38' Sagitario
2025-06-11,19:41,2025-06-11,16:41,Aspecto,Mercurio en Sextil con Venus,,,Mercurio,Venus,5°39' Cáncer,5°39' Tauro,Sextil,0.00°,No,Armónico,,,
2025-06-12,01:54,2025-06-11,22:54,Ingreso a Signo,Luna ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2025-06-14,11:00,2025-06-14,08:00,Ingreso a Signo,Luna ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
2025-06-15,09:46,2025-06-15,06:46,Aspecto,Marte en Cuadratura con Urano,,,Marte,Urano,28°54' Leo,28°54' Tauro,Cuadratura,0.00°,No,Tensión,,,
2025-06-15,14:36,2025-06-15,11:36,Aspecto,Júpiter en Cuadratura con Saturno,,,Júpiter,Saturno,1°18' Cáncer,1°18' Aries,Cuadratura,0.00°,No,Tensión,,,
2025-06-16,02:40,2025-06-15,23:40,Aspecto,Júpiter en Cuadratura con Saturno,,,Júpiter,Saturno,1°25' Cáncer,1°19' Aries,Cuadratura,0.09°,No,Tensión,,,
2025-06-16,18:08,2025-06-16,15:08,Ingreso a Signo,Luna ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2025-06-17,08:35,2025-06-17,05:35,Ingreso a Signo,Marte ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2025-06-18,23:07,2025-06-18,20:07,Ingreso a Signo,Luna ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2025-06-19,03:16,2025-06-19,00:16,Aspecto,Júpiter en Cuadratura con Neptuno,,,Júpiter,Neptuno,2°06' Cáncer,2°06' Aries,Cuadratura,0.00°,No,Tensión,,,
2025-06-21,01:52,2025-06-20,22:52,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2025-06-21,02:42,2025-06-20,23:42,Ingreso a Signo,Sol ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2025-06-22,10:31,2025-06-22,07:31,Aspecto,Marte en Sextil con Júpiter,,,Marte,Júpiter,2°51' Virgo,2°51' Cáncer,Sextil,0.00°,No,Armónico,,,
2025-06-22,18:35,2025-06-22,15:35,Aspecto,Sol en Cuadratura con Saturno,,,Sol,Saturno,1°35' Cáncer,1°35' Aries,Cuadratura,0.00°,No,Tensión,,,
2025-06-23,02:57,2025-06-22,23:57,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2025-06-23,08:29,2025-06-23,05:29,Aspecto,Sol en Cuadratura con Neptuno,,,Sol,Neptuno,2°08' Cáncer,2°08' Aries,Cuadratura,0.00°,No,Tensión,,,
2025-06-24,15:17,2025-06-24,12:17,Aspecto,Sol en Conjunción con Júpiter,,,Sol,Júpiter,3°21' Cáncer,3°21' Cáncer,Conjunción,0.00°,No,Neutro,,,
2025-06-25,03:44,2025-06-25,00:44,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2025-06-25,10:31,2025-06-25,07:31,Luna Nueva,Luna nueva en Cáncer 4.13°,-6.2°,65.9°,,,,,,,,,Cáncer,4.13°,4°07' Cáncer
2025-06-26,09:44,2025-06-26,06:44,Aspecto,Mercurio en Sextil con Urano,,,Mercurio,Urano,29°28' Cáncer,29°28' Tauro,Sextil,0.00°,No,Armónico,,,
2025-06-26,14:11,2025-06-26,11:11,Aspecto,Sol en Sextil con Marte,,,Sol,Marte,5°13' Cáncer,5°13' Virgo,Sextil,0.00°,No,Armónico,,,
2025-06-26,19:09,2025-06-26,16:09,Ingreso a Signo,Mercurio ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2025-06-27,06:05,2025-06-27,03:05,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2025-06-28,03:52,2025-06-28,00:52,Aspecto,Mercurio en Trígono con Saturno,,,Mercurio,Saturno,1°44' Leo,1°44' Aries,Trígono,0.00°,No,Armónico,,,
2025-06-28,11:58,2025-06-28,08:58,Aspecto,Mercurio en Trígono con Neptuno,,,Mercurio,Neptuno,2°09' Leo,2°09' Aries,Trígono,0.00°,No,Armónico,,,
2025-06-29,07:57,2025-06-29,04:57,Aspecto,Mercurio en Oposición con Plutón,,,Mercurio,Plutón,3°10' Leo,3°10' Acuario,Oposición,0.00°,No,Tensión,,,
2025-06-29,11:43,2025-06-29,08:43,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2025-07-01,21:16,2025-07-01,18:16,Ingreso a Signo,Luna ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2025-07-04,09:32,2025-07-04,06:32,Ingreso a Signo,Luna ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2025-07-04,12:45,2025-07-04,09:45,Aspecto,Venus en Conjunción con Urano,,,Venus,Urano,29°52' Tauro,29°52' Tauro,Conjunción,0.00°,No,Neutro,,,
2025-07-04,15:30,2025-07-04,12:30,Ingreso a Signo,Venus ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2025-07-04,21:30,2025-07-04,18:30,Inicio Retrogradación,Neptuno inicia retrogradación en 2°10' Aries,,,,,,,,,,,,,
2025-07-06,08:43,2025-07-06,05:43,Aspecto,Venus en Sextil con Saturno,,,Venus,Saturno,1°53' Géminis,1°53' Aries,Sextil,0.00°,No,Armónico,,,
2025-07-06,14:46,2025-07-06,11:46,Aspecto,Venus en Sextil con Neptuno,,,Venus,Neptuno,2°10' Géminis,2°10' Aries,Sextil,0.00°,No,Armónico,,,
2025-07-06,22:06,2025-07-06,19:06,Ingreso a Signo,Luna ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2025-07-07,07:47,2025-07-07,04:47,Ingreso a Signo,Urano ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2025-07-07,08:43,2025-07-07,05:43,Aspecto,Venus en Trígono con Plutón,,,Venus,Plutón,3°00' Géminis,3°00' Acuario,Trígono,0.00°,No,Armónico,,,
2025-07-09,08:54,2025-07-09,05:54,Ingreso a Signo,Luna ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2025-07-10,20:36,2025-07-10,17:36,Luna Llena,Luna llena en Capricornio 18.83°,-0.9°,123.5°,,,,,,,,,Capricornio,18.83°,18°49' Capricornio
2025-07-11,17:21,2025-07-11,14:21,Ingreso a Signo,Luna ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
2025-07-13,03:36,2025-07-13,00:36,Inicio Retrogradación,Saturno inicia retrogradación en 1°56' Aries,,,,,,,,,,,,,
2025-07-13,23:44,2025-07-13,20:44,Ingreso a Signo,Luna ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2025-07-16,04:32,2025-07-16,01:32,Ingreso a Signo,Luna ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2025-07-18,04:15,2025-07-18,01:15,Inicio Retrogradación,Mercurio inicia retrogradación en 15°34' Leo,,,,,,,,,,,,,
2025-07-18,07:58,2025-07-18,04:58,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2025-07-18,13:37,2025-07-18,10:37,Aspecto,Mercurio en Sextil con Venus,,,Mercurio,Venus,15°34' Leo,15°34' Géminis,Sextil,0.00°,No,Armónico,,,
2025-07-20,10:21,2025-07-20,07:21,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2025-07-22,12:26,2025-07-22,09:26,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2025-07-22,13:29,2025-07-22,10:29,Ingreso a Signo,Sol ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2025-07-23,05:32,2025-07-23,02:32,Aspecto,Sol en Sextil con Urano,,,Sol,Urano,0°38' Leo,0°38' Géminis,Sextil,0.00°,No,Armónico,,,
2025-07-23,08:23,2025-07-23,05:23,Aspecto,Venus en Cuadratura con Marte,,,Venus,Marte,21°00' Géminis,21°00' Virgo,Cuadratura,0.00°,No,Tensión,,,
2025-07-24,11:23,2025-07-24,08:23,Aspecto,Sol en Trígono con Saturno,,,Sol,Saturno,1°49' Leo,1°49' Aries,Trígono,0.00°,No,Armónico,,,
2025-07-24,15:28,2025-07-24,12:28,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2025-07-24,17:31,2025-07-24,14:31,Aspecto,Sol en Trígono con Neptuno,,,Sol,Neptuno,2°04' Leo,2°04' Aries,Trígono,0.00°,No,Armónico,,,
2025-07-24,19:11,2025-07-24,16:11,Luna Nueva,Luna nueva en Leo 2.14°,19.3°,312.5°,,,,,,,,,Leo,2.14°,2°08' Leo
2025-07-25,06:32,2025-07-25,03:32,Aspecto,Sol en Oposición con Plutón,,,Sol,Plutón,2°35' Leo,2°35' Acuario,Oposición,0.00°,No,Tensión,,,
2025-07-26,20:55,2025-07-26,17:55,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2025-07-29,05:43,2025-07-29,02:43,Ingreso a Signo,Luna ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2025-07-31,03:57,2025-07-31,00:57,Ingreso a Signo,Venus ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2025-07-31,17:25,2025-07-31,14:25,Ingreso a Signo,Luna ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2025-07-31,23:41,2025-07-31,20:41,Aspecto,Sol en Conjunción con Mercurio,,,Sol,Mercurio,9°00' Leo,9°00' Leo,Conjunción,0.00°,No,Neutro,,,
2025-08-01,13:34,2025-08-01,10:34,Aspecto,Venus en Cuadratura con Saturno,,,Venus,Saturno,1°37' Cáncer,1°37' Aries,Cuadratura,0.00°,No,Tensión,,,
2025-08-01,20:48,2025-08-01,17:48,Aspecto,Venus en Cuadratura con Neptuno,,,Venus,Neptuno,1°58' Cáncer,1°58' Aries,Cuadratura,0.00°,No,Tensión,,,
2025-08-03,06:00,2025-08-03,03:00,Ingreso a Signo,Luna ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2025-08-05,17:04,2025-08-05,14:04,Ingreso a Signo,Luna ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2025-08-06,23:23,2025-08-06,20:23,Ingreso a Signo,Marte ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2025-08-08,01:18,2025-08-07,22:18,Ingreso a Signo,Luna ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
2025-08-08,18:45,2025-08-08,15:45,Aspecto,Marte en Trígono con Urano,,,Marte,Urano,1°07' Libra,1°07' Géminis,Trígono,0.00°,No,Armónico,,,
2025-08-09,02:52,2025-08-08,23:52,Aspecto,Marte en Oposición con Saturno,,,Marte,Saturno,1°20' Libra,1°20' Aries,Oposición,0.00°,No,Tensión,,,
2025-08-09,07:54,2025-08-09,04:54,Luna Llena,Luna llena en Acuario 17.00°,35.6°,271.9°,,,,,,,,,Acuario,17.00°,16°59' Acuario
2025-08-09,22:13,2025-08-09,19:13,Aspecto,Marte en Oposición con Neptuno,,,Marte,Neptuno,1°50' Libra,1°50' Aries,Oposición,0.00°,No,Tensión,,,
2025-08-10,06:50,2025-08-10,03:50,Ingreso a Signo,Luna ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2025-08-10,12:28,2025-08-10,09:28,Aspecto,Marte en Trígono con Plutón,,,Marte,Plutón,2°12' Libra,2°12' Acuario,Trígono,0.00°,No,Armónico,,,
2025-08-12,03:32,2025-08-12,00:32,Aspecto,Saturno en Sextil con Urano,,,Saturno,Urano,1°12' Aries,1°12' Géminis,Sextil,0.00°,No,Armónico,,,
2025-08-12,05:30,2025-08-12,02:30,Aspecto,Venus en Conjunción con Júpiter,,,Venus,Júpiter,14°03' Cáncer,14°03' Cáncer,Conjunción,0.00°,No,Neutro,,,
2025-08-12,10:32,2025-08-12,07:32,Ingreso a Signo,Luna ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2025-08-12,15:35,2025-08-12,12:35,Aspecto,Saturno en Sextil con Urano,,,Saturno,Urano,1°10' Aries,1°12' Géminis,Sextil,0.03°,No,Armónico,,,
2025-08-13,03:35,2025-08-13,00:35,Aspecto,Saturno en Sextil con Urano,,,Saturno,Urano,1°09' Aries,1°13' Géminis,Sextil,0.07°,No,Armónico,,,
2025-08-14,13:21,2025-08-14,10:21,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2025-08-15,02:04,2025-08-14,23:04,Aspecto,Mercurio en Sextil con Marte,,,Mercurio,Marte,5°05' Leo,5°05' Libra,Sextil,0.00°,No,Armónico,,,
2025-08-15,14:05,2025-08-15,11:05,Aspecto,Mercurio en Sextil con Marte,,,Mercurio,Marte,5°19' Leo,5°23' Libra,Sextil,0.08°,No,Armónico,,,
2025-08-16,16:00,2025-08-16,13:00,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2025-08-18,00:45,2025-08-17,21:45,Aspecto,Mercurio en Sextil con Marte,,,Mercurio,Marte,6°54' Leo,6°56' Libra,Sextil,0.03°,Sí,Armónico,,,
2025-08-18,12:45,2025-08-18,09:45,Aspecto,Mercurio en Sextil con Marte,,,Mercurio,Marte,7°19' Leo,7°15' Libra,Sextil,0.06°,No,Armónico,,,
2025-08-18,19:05,2025-08-18,16:05,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2025-08-20,23:16,2025-08-20,20:16,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2025-08-22,20:33,2025-08-22,17:33,Ingreso a Signo,Sol ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2025-08-23,05:24,2025-08-23,02:24,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2025-08-23,06:06,2025-08-23,03:06,Luna Nueva,Luna nueva en Virgo 0.38°,-52.4°,120.3°,,,,,,,,,Virgo,0.38°,0°23' Virgo
2025-08-24,07:14,2025-08-24,04:14,Aspecto,Sol en Cuadratura con Urano,,,Sol,Urano,1°23' Virgo,1°23' Géminis,Cuadratura,0.00°,No,Tensión,,,
2025-08-25,14:08,2025-08-25,11:08,Ingreso a Signo,Luna ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2025-08-25,16:27,2025-08-25,13:27,Ingreso a Signo,Venus ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2025-08-26,00:55,2025-08-25,21:55,Aspecto,Venus en Trígono con Saturno,,,Venus,Saturno,0°25' Leo,0°25' Aries,Trígono,0.00°,No,Armónico,,,
2025-08-26,20:58,2025-08-26,17:58,Aspecto,Venus en Sextil con Urano,,,Venus,Urano,1°25' Leo,1°25' Géminis,Sextil,0.00°,No,Armónico,,,
2025-08-26,22:18,2025-08-26,19:18,Aspecto,Venus en Trígono con Neptuno,,,Venus,Neptuno,1°29' Leo,1°29' Aries,Trígono,0.00°,No,Armónico,,,
2025-08-27,05:53,2025-08-27,02:53,Aspecto,Venus en Oposición con Plutón,,,Venus,Plutón,1°51' Leo,1°51' Acuario,Oposición,0.00°,No,Tensión,,,
2025-08-27,21:30,2025-08-27,18:30,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,1°25' Géminis,1°27' Aries,Sextil,0.04°,Sí,Armónico,,,
2025-08-28,01:27,2025-08-27,22:27,Ingreso a Signo,Luna ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2025-08-28,09:30,2025-08-28,06:30,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,1°25' Géminis,1°27' Aries,Sextil,0.02°,Sí,Armónico,,,
2025-08-28,21:30,2025-08-28,18:30,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,1°26' Géminis,1°26' Aries,Sextil,0.00°,Sí,Armónico,,,
2025-08-29,09:30,2025-08-29,06:30,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,1°26' Géminis,1°25' Aries,Sextil,0.01°,No,Armónico,,,
2025-08-29,21:30,2025-08-29,18:30,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,1°26' Géminis,1°24' Aries,Sextil,0.03°,No,Armónico,,,
2025-08-30,09:30,2025-08-30,06:30,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,1°26' Géminis,1°24' Aries,Sextil,0.04°,No,Armónico,,,
2025-08-30,14:04,2025-08-30,11:04,Ingreso a Signo,Luna ingresa a 0.00° de Sagitario (Directo),,,,,,,,,,,,,
2025-08-30,21:30,2025-08-30,18:30,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,1°26' Géminis,1°23' Aries,Sextil,0.06°,No,Armónico,,,
2025-08-31,09:30,2025-08-31,06:30,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,1°26' Géminis,1°22' Aries,Sextil,0.07°,No,Armónico,,,
2025-08-31,21:30,2025-08-31,18:30,Aspecto,Urano en Sextil con Neptuno,,,Urano,Neptuno,1°27' Géminis,1°21' Aries,Sextil,0.09°,No,Armónico,,,
2025-09-01,08:06,2025-09-01,05:06,Ingreso a Signo,Saturno deja a 29.99° de Aries (Retrógrado),,,,,,,,,,,,,
2025-09-02,01:44,2025-09-01,22:44,Ingreso a Signo,Luna ingresa a 0.00° de Capricornio (Directo),,,,,,,,,,,,,
2025-09-02,13:23,2025-09-02,10:23,Ingreso a Signo,Mercurio ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2025-09-03,07:40,2025-09-03,04:40,Aspecto,Mercurio en Cuadratura con Urano,,,Mercurio,Urano,1°27' Virgo,1°27' Géminis,Cuadratura,0.00°,No,Tensión,,,
2025-09-04,10:31,2025-09-04,07:31,Ingreso a Signo,Luna ingresa a 0.00° de Acuario (Directo),,,,,,,,,,,,,
2025-09-05,02:58,2025-09-04,23:58,Aspecto,Marte en Cuadratura con Júpiter,,,Marte,Júpiter,18°35' Libra,18°35' Cáncer,Cuadratura,0.00°,No,Tensión,,,
2025-09-06,04:21,2025-09-06,01:21,Inicio Retrogradación,Urano inicia retrogradación en 1°27' Géminis,,,,,,,,,,,,,
2025-09-06,15:54,2025-09-06,12:54,Ingreso a Signo,Luna ingresa a 0.00° de Piscis (Directo),,,,,,,,,,,,,
2025-09-07,18:08,2025-09-07,15:08,Luna Llena,Luna llena en Piscis 15.37°,-38.9°,134.7°,,,,,,,,,Piscis,15.37°,15°22' Piscis
2025-09-07,18:08,2025-09-07,15:08,Eclipse Lunar,Eclipse Lunar Total en Piscis 15.37° (distancia al nodo: 3.0°),-38.9°,134.7°,,,,,,,,,Piscis,15.37°,15°22' Piscis
2025-09-08,18:37,2025-09-08,15:37,Ingreso a Signo,Luna ingresa a 0.00° de Aries (Directo),,,,,,,,,,,,,
2025-09-10,20:03,2025-09-10,17:03,Ingreso a Signo,Luna ingresa a 0.00° de Tauro (Directo),,,,,,,,,,,,,
2025-09-12,07:30,2025-09-12,04:30,Aspecto,Sol en Sextil con Júpiter,,,Sol,Júpiter,19°48' Virgo,19°48' Cáncer,Sextil,0.00°,No,Armónico,,,
2025-09-12,21:38,2025-09-12,18:38,Ingreso a Signo,Luna ingresa a 0.00° de Géminis (Directo),,,,,,,,,,,,,
2025-09-12,21:53,2025-09-12,18:53,Aspecto,Mercurio en Sextil con Júpiter,,,Mercurio,Júpiter,19°53' Virgo,19°53' Cáncer,Sextil,0.00°,No,Armónico,,,
2025-09-13,10:51,2025-09-13,07:51,Aspecto,Sol en Conjunción con Mercurio,,,Sol,Mercurio,20°54' Virgo,20°54' Virgo,Conjunción,0.00°,No,Neutro,,,
2025-09-15,00:30,2025-09-14,21:30,Ingreso a Signo,Luna ingresa a 0.00° de Cáncer (Directo),,,,,,,,,,,,,
2025-09-16,03:03,2025-09-16,00:03,Aspecto,Venus en Sextil con Marte,,,Venus,Marte,25°51' Leo,25°51' Libra,Sextil,0.00°,No,Armónico,,,
2025-09-17,05:19,2025-09-17,02:19,Ingreso a Signo,Luna ingresa a 0.00° de Leo (Directo),,,,,,,,,,,,,
2025-09-17,17:47,2025-09-17,14:47,Aspecto,Mercurio en Oposición con Saturno,,,Mercurio,Saturno,28°46' Virgo,28°46' Piscis,Oposición,0.00°,No,Tensión,,,
2025-09-18,10:05,2025-09-18,07:05,Ingreso a Signo,Mercurio ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2025-09-18,22:00,2025-09-18,19:00,Aspecto,Mercurio en Oposición con Neptuno,,,Mercurio,Neptuno,0°53' Libra,0°53' Aries,Oposición,0.00°,No,Tensión,,,
2025-09-19,04:52,2025-09-19,01:52,Aspecto,Mercurio en Trígono con Urano,,,Mercurio,Urano,1°23' Libra,1°23' Géminis,Trígono,0.00°,No,Armónico,,,
2025-09-19,06:26,2025-09-19,03:26,Aspecto,Mercurio en Trígono con Plutón,,,Mercurio,Plutón,1°30' Libra,1°30' Acuario,Trígono,0.00°,No,Armónico,,,
2025-09-19,12:23,2025-09-19,09:23,Ingreso a Signo,Luna ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2025-09-19,12:39,2025-09-19,09:39,Ingreso a Signo,Venus ingresa a 0.00° de Virgo (Directo),,,,,,,,,,,,,
2025-09-20,15:41,2025-09-20,12:41,Aspecto,Venus en Cuadratura con Urano,,,Venus,Urano,1°22' Virgo,1°22' Géminis,Cuadratura,0.00°,No,Tensión,,,
2025-09-21,05:45,2025-09-21,02:45,Aspecto,Sol en Oposición con Saturno,,,Sol,Saturno,28°30' Virgo,28°30' Piscis,Oposición,0.00°,No,Tensión,,,
2025-09-21,19:54,2025-09-21,16:54,Luna Nueva,Luna nueva en Virgo 29.09°,22.7°,287.2°,,,,,,,,,Virgo,29.09°,29°05' Virgo
2025-09-21,19:54,2025-09-21,16:54,Eclipse Solar,Eclipse Solar Parcial en Virgo 29.09° (distancia al nodo: -10.7°),22.7°,287.2°,,,,,,,,,Virgo,29.09°,29°05' Virgo
2025-09-21,21:40,2025-09-21,18:40,Ingreso a Signo,Luna ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2025-09-22,07:54,2025-09-22,04:54,Ingreso a Signo,Marte ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
2025-09-22,18:19,2025-09-22,15:19,Ingreso a Signo,Sol ingresa a 0.00° de Libra (Directo),,,,,,,,,,,,,
2025-09-23,12:53,2025-09-23,09:53,Aspecto,Sol en Oposición con Neptuno,,,Sol,Neptuno,0°45' Libra,0°45' Aries,Oposición,0.00°,No,Tensión,,,
2025-09-24,02:55,2025-09-23,23:55,Aspecto,Sol en Trígono con Urano,,,Sol,Urano,1°19' Libra,1°19' Géminis,Trígono,0.00°,No,Armónico,,,
2025-09-24,06:04,2025-09-24,03:04,Aspecto,Sol en Trígono con Plutón,,,Sol,Plutón,1°27' Libra,1°27' Acuario,Trígono,0.00°,No,Armónico,,,
2025-09-24,09:00,2025-09-24,06:00,Ingreso a Signo,Luna ingresa a 0.00° de Escorpio (Directo),,,,,,,,,,,,,
